start_date,end_date,pollster,sponsor,sample_size,population,party,tracking,text,very,somewhat,not_very,not_at_all,url
3/1/20,3/3/20,YouGov,Economist,1500,a,all,FALSE,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing coronavirus?",14,33,35,18,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3rdraw493c/econTabReport.pdf
3/3/20,3/5/20,Morning Consult,,1990,rv,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,38,37,12,5,https://morningconsult.com/wp-content/uploads/2020/03/200311_crosstabs_CORONAVIRUS_RVs_v3_YW.pdf
3/2/20,3/5/20,SurveyMonkey,Wall Street Journal,3744,a,all,FALSE,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",34,40,19,6,https://www.surveymonkey.com/curiosity/wsj-survey-coronavirus/
3/6/20,3/8/20,Global Strategy Group/GBAO/Navigator Research,,1000,rv,all,FALSE,"Below is a list of possible events. For each, please indicate how concerned, if at all, you are about it happening. A coronavirus outbreak causing a major economic downturn",36,37,16,11,https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf
3/2/20,3/8/20,SurveyMonkey,New York Times,2593,a,all,FALSE,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",33,40,19,6,https://www.surveymonkey.com/curiosity/nyt-march-2020-cci/
3/5/20,3/8/20,Quinnipiac,,1261,rv,all,FALSE,"How concerned are you that you or someone you know will be infected with the coronavirus: very concerned, somewhat concerned, not so concerned, or not concerned at all?",18,36,26,19,https://poll.qu.edu/national/release-detail?ReleaseID=3657
3/6/20,3/8/20,Global Strategy Group/GBAO/Navigator Research,,1000,rv,all,FALSE,"Below is a list of possible events. For each, please indicate how concerned, if at all, you are about it happening. Someone in your family contracting coronavirus",28,29,28,15,https://navigatorresearch.org/wp-content/uploads/2020/03/March-2020-Navigator-Coronavirus-Toplines.pdf
3/6/20,3/9/20,Morning Consult,,2200,a,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,35,36,14,4,https://morningconsult.com/wp-content/uploads/2020/03/200326_crosstabs_CORONAVIRUS_Adults_v4_JB.pdf
3/5/20,3/9/20,Harris Poll,,2019,a,all,FALSE,How concerned are you about each of the following regarding the Coronavirus (COVID-19)? Contracting the virus,30,32,24,15,https://theharrispoll.com/wp-content/uploads/2020/03/Harris-COVID19-Wave-1_tabs.pdf
3/9/20,3/10/20,SurveyMonkey,Fortune,2111,a,all,FALSE,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",36,39,15,7,https://www.surveymonkey.com/curiosity/fortune-poll-coronavirus/
3/8/20,3/10/20,YouGov,Economist,1500,a,all,FALSE,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing coronavirus?",14,35,35,16,https://docs.cdn.yougov.com/vrbl9mmctz/econTabReport.pdf
3/9/20,3/11/20,Change Research,CNBC,1541,lv,all,FALSE,"Thinking about the impact of the coronavirus, how serious are your concerns about each of the following? - Me or a family member getting sick",24,26,39,11,https://www.cnbc.com/2020/03/15/americans-worry-coronavirus-will-cause-recession-cnbcchange-research-poll.html
3/11/20,3/12/20,Ipsos (online),ABC News,502,a,all,FALSE,How concerned are you that you or someone you know will be infected with the coronavirus?,26,40,26,7,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-031320.pdf
3/10/20,3/12/20,YouGov,Huffington Post,1000,a,all,FALSE,How concerned are you that you or someone in your family will contract the coronavirus?,23,34,25,10,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b63c3b6485b422.pdf
3/12/20,3/12/20,SurveyUSA,,850,a,all,FALSE,"How concerned are you that you, personally, will get the coronavirus?",18,35,28,17,http://www.surveyusa.com/client/PollReport.aspx?g=9e47f895-86aa-4fa6-bc8c-1fd676745cdf
3/12/20,3/13/20,Morning Consult,,2201,a,all,FALSE,"In light of coronavirus, how concerned are you about each of the following? An economic recession in the U.S.",36,34,13,8,https://morningconsult.com/wp-content/uploads/2020/03/200344_crosstabs_CORONAVIRUS_ADULTS_Adults_v3_JB.pdf
3/11/20,3/13/20,Harris Poll,Tally,2001,a,all,FALSE,"How worried are you that the coronavirus (Covid-19) will trigger an economic recession (i.e., a decline in the economy)?",32,43,15,9,https://www.meettally.com/blog/financial-anxiety-coronavirus/
3/11/20,3/13/20,NBC/Wall Street Journal,,900,rv,all,FALSE,"How do you feel about the possibility that you or someone in your immediate family might catch the coronavirus -- very worried, somewhat worried, not too worried or not worried at all?",15,38,31,16,https://www.documentcloud.org/documents/6810602-200149-NBCWSJ-March-Poll-Final-3-14-20-Release.html
3/12/20,3/13/20,Morning Consult,,2201,a,all,FALSE,"In light of coronavirus, how concerned are you about each of the following? Contracting coronavirus myself",26,30,23,15,https://morningconsult.com/wp-content/uploads/2020/03/200344_crosstabs_CORONAVIRUS_ADULTS_Adults_v3_JB.pdf
3/12/20,3/13/20,Morning Consult,,2201,a,all,FALSE,"In light of coronavirus, how concerned are you about each of the following? Someone in my family contracting coronavirus",34,33,16,11,https://morningconsult.com/wp-content/uploads/2020/03/200344_crosstabs_CORONAVIRUS_ADULTS_Adults_v3_JB.pdf
3/10/20,3/14/20,Morning Consult,,2200,a,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,45,31,8,5,https://morningconsult.com/wp-content/uploads/2020/03/200333_crosstabs_CORONAVIRUS_Adults_v3_JB-2.pdf
3/14/20,3/15/20,Harris Poll,,2050,a,all,FALSE,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,44,41,11,5,https://theharrispoll.com/wp-content/uploads/2020/03/Harris-Poll-COVID19-Tabs_Wave-2.pdf
3/13/20,3/15/20,Hart Research Associates,Protect Our Care,1015,rv,all,FALSE,How worried are you about the impact the coronavirus will have on the U.S. economy?,69,21,8,2,https://www.protectourcare.org/wp-content/uploads/2020/03/FI12859-Coronavirus-March-2020.pdf
3/13/20,3/15/20,Hart Research Associates,Protect Our Care,1015,rv,all,FALSE,How worried are you that you personally or someone in your immediate family will be infected with the coronavirus?,46,25,23,6,https://www.protectourcare.org/wp-content/uploads/2020/03/FI12859-Coronavirus-March-2020.pdf
3/13/20,3/15/20,YouGov,Huffington Post,1000,a,all,FALSE,How concerned are you that you or someone in your family will contract the coronavirus?,28,33,23,9,https://big.assets.huffingtonpost.com/athena/files/2020/03/17/5e70fe10c5b60fb69ddf0b8d.pdf
3/11/20,3/15/20,Kaiser Family Foundation,,1216,a,all,FALSE,"How worried, if at all, are you that you or someone in your family will get sick from the Coronavirus?",27,36,21,16,http://files.kff.org/attachment/Topline-KFF-Coronavirus-Poll.pdf
3/13/20,3/16/20,Morning Consult,,1986,rv,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,55,29,6,3,https://morningconsult.com/wp-content/uploads/2020/03/200346_crosstabs_CORONAVIRUS_TREND_RVs_v3_JB-1.pdf
3/13/20,3/16/20,Survey 160,Gradient Metrics,609,rv,all,FALSE,How worried are you about the impact of the coronavirus on the American economy?,60,26,10,4,https://www.survey160.com/s/US-and-WA-Coronavirus-Survey.pdf
3/12/20,3/16/20,AP-NORC,,1003,a,all,FALSE,How worried are you about you or someone in your family being infected with the Coronavirus?,31,35,23,10,http://www.apnorc.org/projects/Documents/March%20Coronavirus%20topline.pdf
3/13/20,3/16/20,Survey 160,Gradient Metrics,609,rv,all,FALSE,"How worried are you that you, personally, will become sick with the coronavirus?",11,33,36,20,https://www.survey160.com/s/US-and-WA-Coronavirus-Survey.pdf
3/13/20,3/16/20,Survey 160,Gradient Metrics,609,rv,all,FALSE,How worried are you that someone in your family will become sick with the coronavirus?,27,36,27,10,https://www.survey160.com/s/US-and-WA-Coronavirus-Survey.pdf
3/16/20,3/17/20,SurveyMonkey,Fortune,2960,a,all,FALSE,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",61,28,7,3,https://www.surveymonkey.com/curiosity/fortune-poll-coronavirus-update/
3/15/20,3/17/20,YouGov,Economist,1500,a,all,FALSE,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing coronavirus?",15,41,33,11,https://docs.cdn.yougov.com/fcdckgt368/econTabReport.pdf
3/17/20,3/18/20,Harris Poll,,2019,a,all,FALSE,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,49,36,11,5,https://theharrispoll.com/wp-content/uploads/2020/04/Wave-2-3_tabs_updated-1.pdf
3/18/20,3/19/20,Emerson College Polling Society,Nexstar,1100,rv,all,FALSE,"How do you feel about the possibility that you or someone in your immediate family might catch the Coronavirus – very worried, somewhat worried, not too worried or not worried at all?",26.8,43.5,22.4,7.3,https://emersonpolling.reportablenews.com/pr/march-national-poll-70-of-americans-worried-about-catching-coronavirus
3/18/20,3/19/20,Ipsos (online),ABC News,512,a,all,FALSE,How concerned are you that you or someone you know will be infected with the coronavirus?,34,45,16,5,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-03/topline-abc-news-coronavirus-032020.pdf
3/18/20,3/19/20,SurveyUSA,,1000,a,all,FALSE,"How concerned are you that you, personally, will get the coronavirus?",20,37,28,12,http://www.surveyusa.com/client/PollTrack.aspx?g=075e1d86-ab0a-4812-839d-24db3e784017
3/17/20,3/20/20,Morning Consult,,1851,rv,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,71,19,3,1,https://morningconsult.com/wp-content/uploads/2020/03/200371_crosstabs_CORONAVIRUS_TREND_PARTIALS_RVs_v2_JB.pdf
3/17/20,3/21/20,Greenberg Quinlan Rosner,State Science and Technology Institute,800,lv,all,FALSE,How concerned are you that the coronavirus outbreak will push the United States into a recession?,59,32,7,1,https://ssti.org/policy/istep20-toplines
3/21/20,3/22/20,Harris Poll,,2023,a,all,FALSE,How concerned are you about the impact coronavirus (COVID-19) has on the following? The American economy,64,28,5,4,https://theharrispoll.com/wp-content/uploads/2020/03/COVID-19-Tracker_Wave-2-4_tabs.pdf
3/20/20,3/22/20,Morning Consult,,2200,a,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,71,19,2,1,https://morningconsult.com/wp-content/uploads/2020/03/200383_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
3/20/20,3/22/20,YouGov,Huffington Post,1000,a,all,FALSE,How concerned are you that you or someone in your family will contract the coronavirus?,40,32,18,6,https://big.assets.huffingtonpost.com/athena/files/2020/03/24/5e7a4240c5b63c3b6498205f.pdf
3/18/20,3/22/20,Monmouth U.,,851,a,all,FALSE,"How concerned are you about someone in your family becoming seriously ill from the coronavirus outbreak – very concerned, somewhat concerned, not too concerned, or not at all concerned?",38,32,18,12,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_032320.pdf/
3/21/20,3/23/20,YouGov,CBS News,2190,a,all,FALSE,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",30,41,20,9,https://drive.google.com/file/d/1TofJVeuCbZN8cRGBN97kWGqhO6tlQ7VA/view
3/20/20,3/23/20,Global Strategy Group/GBAO/Navigator Research,,1038,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,28,35,28,10,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf
3/20/20,3/23/20,Global Strategy Group/GBAO/Navigator Research,,1038,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,42,36,15,7,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.23.20.pdf
3/23/20,3/24/20,SurveyMonkey,Fortune,1672,a,all,FALSE,"How worried are you that the coronavirus outbreak will have a negative economic effect on the United States?
",69,22,5,2,https://www.surveymonkey.com/curiosity/fortune-poll-coronavirus-bailouts/
3/20/20,3/24/20,Echelon Insights,,1000,rv,all,FALSE,How personally concerned are you about the chances of you or someone in your family becoming infected with the coronavirus?,49,34,15,3,https://echeloninsights.com/in-the-news/september-omnibus-covid/
3/22/20,3/24/20,YouGov,Economist,1500,a,all,FALSE,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing coronavirus?",22,42,25,12,https://docs.cdn.yougov.com/bfiid7tfh3/econTabReport.pdf
3/21/20,3/24/20,Fox News,,1011,rv,all,FALSE,How concerned are you personally about catching coronavirus?,38,32,21,9,https://www.scribd.com/document/453417322/Fox-News-Poll-March-21-24-2020
3/21/20,3/24/20,Global Strategy Group/GBAO/Navigator Research,,1012,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,26,32,30,12,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf
3/21/20,3/24/20,Global Strategy Group/GBAO/Navigator Research,,1012,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,42,35,16,6,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.24.20.pdf
3/22/20,3/25/20,ABC,,1003,a,all,FALSE,"How do you feel about the possibility that you or someone in your immediate family might catch the coronavirus – very worried, somewhat worried, not too worried, or not worried at all?",30,39,20,10,https://www.washingtonpost.com/context/washington-post-abc-news-poll-march-22-25-2020/974c3312-5a40-4764-afb1-4bb6b86f1cf4/
3/24/20,3/25/20,SurveyUSA,,1000,a,all,FALSE,"How concerned are you that you, personally, will get the coronavirus?",23,43,23,10,http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d
3/22/20,3/25/20,Global Strategy Group/GBAO/Navigator Research,,1003,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,28,32,28,11,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf
3/24/20,3/25/20,SurveyUSA,,1000,a,all,FALSE,How concerned are you that someone you care about will get the coronavirus?,42,41,12,5,http://www.surveyusa.com/client/PollReport.aspx?g=a6354d34-2350-49a3-b360-8772ca176a2d
3/22/20,3/25/20,Global Strategy Group/GBAO/Navigator Research,,1003,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,43,36,15,6,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.25.20.pdf
3/24/20,3/26/20,Morning Consult,,2200,a,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,70,20,3,2,https://morningconsult.com/wp-content/uploads/2020/03/200394_crosstabs_CORONAVIRUS_CONTENT_Adults_v4_JB.pdf
3/23/20,3/26/20,Global Strategy Group/GBAO/Navigator Research,,1005,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,29,33,28,10,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf
3/23/20,3/26/20,Global Strategy Group/GBAO/Navigator Research,,1005,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,44,36,13,7,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.26.20.pdf
3/24/20,3/27/20,Global Strategy Group/GBAO/Navigator Research,,1022,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,30,35,24,10,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf
3/24/20,3/27/20,Global Strategy Group/GBAO/Navigator Research,,1022,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,45,36,13,7,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.27.20.pdf
3/26/20,3/28/20,RMG Research,ScottRasmussen.com,1000,rv,all,FALSE,How worried are you that the Coronavirus will cause serious health issues for you or a member of your immediate family?,36,43,16,5,https://scottrasmussen.com/38-fear-economic-impact-of-pandemic-more-than-health-concerns/
3/21/20,3/28/20,Firehouse Strategies/Øptimus,,1156,a,all,TRUE,How worried are you about the possibility that you or your family members may contract coronavirus?,27.4,39.2,24,9.1,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020
3/27/20,3/29/20,Morning Consult,,2200,a,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,67,22,3,2,https://morningconsult.com/wp-content/uploads/2020/03/2003102_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
3/26/20,3/29/20,AP-NORC,,1057,a,all,FALSE,How concerned are you that the coronavirus outbreak will hurt each of the following? The economy overall,73,22,4,1,http://www.apnorc.org/PDFs/March%20Omnibus%202020/topline_economy.pdf
3/26/20,3/29/20,AP-NORC,,1057,a,all,FALSE,How worried are you about you or someone in your family being infected with … The coronavirus,50,34,13,3,http://www.apnorc.org/PDFs/March%20Omnibus%202020/topline_gov.pdf
3/27/20,3/29/20,Léger,Association for Canadian Studies,1004,a,all,FALSE,Are you personally afraid of contracting the COVID-19 (Coronavirus)?,25,38,22,12,https://leger360.com/wp-content/uploads/2020/03/COVID-19-Tracking-Study-March-31-Final.pdf
3/27/20,3/29/20,Léger,Association for Canadian Studies,1004,a,all,FALSE,Are you afraid that someone in your immediate family will be contracting the COVID-19 (Coronavirus)?,30,38,18,11,https://leger360.com/wp-content/uploads/2020/03/COVID-19-Tracking-Study-March-31-Final.pdf
3/25/20,3/30/20,Kaiser Family Foundation,,1226,a,all,FALSE,"How worried, if at all, are you that the U.S. economy will head into a recession because of the coronavirus pandemic?",40,39,15,5,https://www.kff.org/wp-content/uploads/2020/04/Kaiser-Health-Tracking-Poll_Early-April_Full-Topline_FINAL.pdf
3/26/20,3/30/20,YouGov,American Enterprise Institute,2560,a,all,FALSE,"How worried, if at all, are you about the possibility that you or someone in your immediate family might catch the Coronavirus (COVID-19)?",29,41,21,9,https://www.aei.org/wp-content/uploads/2020/04/APS-Mar-2020-Topline-Questionnaire.pdf
3/25/20,3/30/20,Kaiser Family Foundation,,1226,a,all,FALSE,"How worried, if at all, are you that you or someone in your family will get sick from the Coronavirus?",28,24,17,24,https://www.kff.org/wp-content/uploads/2020/04/Kaiser-Health-Tracking-Poll_Early-April_Full-Topline_FINAL.pdf
3/28/20,3/30/20,Civiqs,Daily Kos,1505,a,all,FALSE,"How worried are you that you, personally, will become sick with the coronavirus?",19,41,27,11,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_03B_x2nf9sb.pdf
3/25/20,3/30/20,Global Strategy Group/GBAO/Navigator Research,,1017,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,31,33,26,11,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf
3/25/20,3/30/20,Global Strategy Group/GBAO/Navigator Research,,1017,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,46,34,13,7,https://navigatorresearch.org/wp-content/uploads/2020/03/Navigator-Daily-Tracker-Topline-F03.30.20.pdf
3/27/20,3/31/20,YouGov,Huffington Post,1000,a,all,FALSE,How concerned are you that you or someone in your family will contract the coronavirus?,38,41,13,6,https://big.assets.huffingtonpost.com/athena/files/2020/04/02/5e861523c5b6a9491832d32d.pdf
3/29/20,3/31/20,YouGov,Economist,1500,a,all,FALSE,"Taking into consideration both your risk of contracting it and the seriousness of the illness, how worried are you personally about experiencing coronavirus?",24,41,26,8,https://docs.cdn.yougov.com/p8nwhxp50n/econTabReport.pdf
3/26/20,3/31/20,Global Strategy Group/GBAO/Navigator Research,,1017,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,30,30,28,12,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf
3/26/20,3/31/20,Global Strategy Group/GBAO/Navigator Research,,1017,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,44,34,15,7,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F03.31.20.pdf
3/31/20,4/1/20,Morning Consult,,2200,a,all,FALSE,How concerned are you that the coronavirus will impact the following? U.S. economy,69,20,3,2,https://morningconsult.com/wp-content/uploads/2020/04/2003128_crosstabs_CORONAVIRUS_CONTENT_Adults_v2_JB.pdf
3/27/20,4/1/20,Global Strategy Group/GBAO/Navigator Research,,1010,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,45,40,12,3,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
3/31/20,4/1/20,YouGov,CBS News,2236,a,all,FALSE,"Are you concerned, or not concerned, about yourself personally or a close family member getting the coronavirus?",32,43,17,8,https://drive.google.com/file/d/1bgUZsCC8uuAtPUlEgfFySkFuKl-oYjDK/view
3/27/20,4/1/20,Global Strategy Group/GBAO/Navigator Research,,1010,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. You personally getting infected with coronavirus,32,30,27,11,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
3/27/20,4/1/20,Global Strategy Group/GBAO/Navigator Research,,1010,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. Someone close to you getting infected with coronavirus,47,34,13,6,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.01.20.pdf
3/30/20,4/2/20,Global Strategy Group/GBAO/Navigator Research,,1008,rv,all,TRUE,Below are some things some people might be worried about in light of the coronavirus pandemic. Please indicate how worried you are about each one. The economy falling into a recession,45,40,13,2,https://navigatorresearch.org/wp-content/uploads/2020/04/Navigator-Daily-Tracker-Topline-F04.02.20.pdf
4/1/20,4/2/20,Ipsos (online),ABC News,559,a,all,FALSE,How concerned are you that you or someone you know will be infected with the coronavirus?,50,39,9,2,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/topline-abc-coronavirus-trend-wave-3.pdf
